%
% Comments go after a '%' sign.
%
%
% Relation: selected_fe300
%
%
% Attributes: 300     Instances: 148
%
%

@relation selected_fe300

@attribute 'Time' numeric
@attribute 'avg t001' numeric
@attribute 'avg t002' numeric
@attribute 'avg t003' numeric
@attribute 'avg t004' numeric
@attribute 'avg t005' numeric
@attribute 'time (s) Activity1' numeric
@attribute 'time (s) Activity2' numeric
@attribute 'time (s) Activity3' numeric
@attribute 'time (s) Activity4' numeric
@attribute 'time (s) Activity5' numeric
@attribute 'time (s) Activity6' numeric
@attribute 'time (s) Activity7' numeric
@attribute 'time (s) Activity8' numeric
@attribute 'time (s) Activity9' numeric
@attribute 'time (s) Activity10' numeric
@attribute 'time (s) Activity11' numeric
@attribute 'time (s) Activity12' numeric
@attribute 'time (s) Activity13' numeric
@attribute 'time (s) Activity14' numeric
@attribute 'time (s) Activity15' numeric
@attribute 'time (s) Activity16' numeric
@attribute 'n m001' numeric
@attribute 'n m002' numeric
@attribute 'n m003' numeric
@attribute 'n m004' numeric
@attribute 'n m005' numeric
@attribute 'n m006' numeric
@attribute 'n m007' numeric
@attribute 'n m008' numeric
@attribute 'n m009' numeric
@attribute 'n m010' numeric
@attribute 'n m011' numeric
@attribute 'n m012' numeric
@attribute 'n m013' numeric
@attribute 'n m014' numeric
@attribute 'n m015' numeric
@attribute 'n m016' numeric
@attribute 'n m017' numeric
@attribute 'n m018' numeric
@attribute 'n m019' numeric
@attribute 'n m020' numeric
@attribute 'n m021' numeric
@attribute 'n m022' numeric
@attribute 'n m023' numeric
@attribute 'n m024' numeric
@attribute 'n m025' numeric
@attribute 'n m026' numeric
@attribute 'n m027' numeric
@attribute 'n m028' numeric
@attribute 'n m029' numeric
@attribute 'n m030' numeric
@attribute 'n m031' numeric
@attribute 'n m032' numeric
@attribute 'n m033' numeric
@attribute 'n m034' numeric
@attribute 'n m035' numeric
@attribute 'n m036' numeric
@attribute 'n m037' numeric
@attribute 'n m038' numeric
@attribute 'n m039' numeric
@attribute 'n m040' numeric
@attribute 'n m041' numeric
@attribute 'n m042' numeric
@attribute 'n m043' numeric
@attribute 'n m044' numeric
@attribute 'n m045' numeric
@attribute 'n m046' numeric
@attribute 'n m047' numeric
@attribute 'n m048' numeric
@attribute 'n m049' numeric
@attribute 'n m050' numeric
@attribute 'n m051' numeric
@attribute 'n m052' numeric
@attribute 'n d001' numeric
@attribute 'n d002' numeric
@attribute 'n d003' numeric
@attribute 'n d004' numeric
@attribute 'n d005' numeric
@attribute 'n d006' numeric
@attribute 'n d007' numeric
@attribute 'n d008' numeric
@attribute 'n d009' numeric
@attribute 'n d010' numeric
@attribute 'n d011' numeric
@attribute 'n d012' numeric
@attribute 'n d013' numeric
@attribute 'n d014' numeric
@attribute 'n d015' numeric
@attribute 'n Task1' numeric
@attribute 'n Task2' numeric
@attribute 'n Task3' numeric
@attribute 'n Task4' numeric
@attribute 'n Task5' numeric
@attribute 'n Task6' numeric
@attribute 'n Task7' numeric
@attribute 'n Task8' numeric
@attribute 'n Task9' numeric
@attribute 'n Task10' numeric
@attribute 'n Task11' numeric
@attribute 'n Task12' numeric
@attribute 'n Task13' numeric
@attribute 'n Action1' numeric
@attribute 'n Action5' numeric
@attribute 'n Action6' numeric
@attribute 'n Action7' numeric
@attribute 'n Action8' numeric
@attribute 'n Action9' numeric
@attribute 'n Action10' numeric
@attribute 'n Action11' numeric
@attribute 'n Action12' numeric
@attribute 'n paz1' numeric
@attribute 'n paz2' numeric
@attribute 'n paz3' numeric
@attribute 'n paz4' numeric
@attribute 'n paz5' numeric
@attribute 'n paz7' numeric
@attribute 'n paz8' numeric
@attribute 'n paz9' numeric
@attribute 'n paz11' numeric
@attribute 'n paz14' numeric
@attribute 'n paz18' numeric
@attribute 'n paz19' numeric
@attribute 'n paz20' numeric
@attribute 'n paz21' numeric
@attribute 'n paz22' numeric
@attribute 'n paz23' numeric
@attribute 'n paz24' numeric
@attribute 'n paz25' numeric
@attribute 'n paz26' numeric
@attribute 'n paz29' numeric
@attribute 'n paz33' numeric
@attribute 'n paz34' numeric
@attribute 'n paz35' numeric
@attribute 'n paz39' numeric
@attribute 'n paz40' numeric
@attribute 'n paz42' numeric
@attribute 'n paz43' numeric
@attribute 'n paz44' numeric
@attribute 'n paz45' numeric
@attribute 'n paz49' numeric
@attribute 'n paz50' numeric
@attribute 'n paz52' numeric
@attribute 'n paz54' numeric
@attribute 'n paz56' numeric
@attribute 'n paz57' numeric
@attribute 'n paz58' numeric
@attribute 'n paz60' numeric
@attribute 'n paz62' numeric
@attribute 'n paz63' numeric
@attribute 'n paz66' numeric
@attribute 'n paz67' numeric
@attribute 'n paz68' numeric
@attribute 'n paz70' numeric
@attribute 'n paz71' numeric
@attribute 'n paz72' numeric
@attribute 'n paz73' numeric
@attribute 'n paz74' numeric
@attribute 'n paz75' numeric
@attribute 'n paz77' numeric
@attribute 'n paz78' numeric
@attribute 'n paz79' numeric
@attribute 'n paz82' numeric
@attribute 'n paz85' numeric
@attribute 'n paz86' numeric
@attribute 'n paz88' numeric
@attribute 'n paz89' numeric
@attribute 'n paz91' numeric
@attribute 'n paz92' numeric
@attribute 'n paz93' numeric
@attribute 'n paz94' numeric
@attribute 'n paz96' numeric
@attribute 'n paz97' numeric
@attribute 'n paz98' numeric
@attribute 'n paz99' numeric
@attribute 'n paz100' numeric
@attribute 'n paz101' numeric
@attribute 'n paz102' numeric
@attribute 'n paz103' numeric
@attribute 'n paz105' numeric
@attribute 'n paz106' numeric
@attribute 'n paz107' numeric
@attribute 'n paz108' numeric
@attribute 'n paz111' numeric
@attribute 'n paz112' numeric
@attribute 'n paz115' numeric
@attribute 'n paz116' numeric
@attribute 'n paz117' numeric
@attribute 'n paz118' numeric
@attribute 'n paz122' numeric
@attribute 'n paz124' numeric
@attribute 'n paz125' numeric
@attribute 'n paz128' numeric
@attribute 'n paz130' numeric
@attribute 'n paz131' numeric
@attribute 'n paz132' numeric
@attribute 'n paz134' numeric
@attribute 'n paz135' numeric
@attribute 'n paz136' numeric
@attribute 'n paz138' numeric
@attribute 'n paz139' numeric
@attribute 'n paz140' numeric
@attribute 'n paz145' numeric
@attribute 'n paz147' numeric
@attribute 'n paz149' numeric
@attribute 'n paz150' numeric
@attribute 'n paz152' numeric
@attribute 'n paz154' numeric
@attribute 'n paz155' numeric
@attribute 'n paz156' numeric
@attribute 'n paz157' numeric
@attribute 'n paz158' numeric
@attribute 'n paz159' numeric
@attribute 'n paz160' numeric
@attribute 'n paz161' numeric
@attribute 'n paz162' numeric
@attribute 'n paz163' numeric
@attribute 'n paz165' numeric
@attribute 'n paz166' numeric
@attribute 'n paz169' numeric
@attribute 'n paz170' numeric
@attribute 'n paz173' numeric
@attribute 'n paz175' numeric
@attribute 'n paz178' numeric
@attribute 'n paz179' numeric
@attribute 'n paz181' numeric
@attribute 'n paz184' numeric
@attribute 'n paz185' numeric
@attribute 'n paz188' numeric
@attribute 'n paz191' numeric
@attribute 'n paz194' numeric
@attribute 'n paz196' numeric
@attribute 'n paz197' numeric
@attribute 'n paz198' numeric
@attribute 'n paz199' numeric
@attribute 'n paz200' numeric
@attribute 'n paz201' numeric
@attribute 'n paz202' numeric
@attribute 'n paz203' numeric
@attribute 'n paz204' numeric
@attribute 'n paz205' numeric
@attribute 'n paz207' numeric
@attribute 'n paz208' numeric
@attribute 'n paz209' numeric
@attribute 'n paz210' numeric
@attribute 'n paz211' numeric
@attribute 'n paz212' numeric
@attribute 'n paz213' numeric
@attribute 'n paz214' numeric
@attribute 'n paz215' numeric
@attribute 'n paz216' numeric
@attribute 'n paz217' numeric
@attribute 'n paz218' numeric
@attribute 'n paz219' numeric
@attribute 'n paz220' numeric
@attribute 'n paz221' numeric
@attribute 'n paz222' numeric
@attribute 'n paz223' numeric
@attribute 'n paz224' numeric
@attribute 'n paz225' numeric
@attribute 'n paz226' numeric
@attribute 'n paz227' numeric
@attribute 'n paz228' numeric
@attribute 'n paz229' numeric
@attribute 'n paz231' numeric
@attribute 'n paz232' numeric
@attribute 'n paz235' numeric
@attribute 'n paz237' numeric
@attribute 'n paz241' numeric
@attribute 'n paz242' numeric
@attribute 'n paz243' numeric
@attribute 'n paz247' numeric
@attribute 'n paz249' numeric
@attribute 'n paz250' numeric
@attribute 'n paz251' numeric
@attribute 'n paz252' numeric
@attribute 'n paz253' numeric
@attribute 'n paz254' numeric
@attribute 'n paz255' numeric
@attribute 'n paz256' numeric
@attribute 'n paz257' numeric
@attribute 'n paz258' numeric
@attribute 'n paz259' numeric
@attribute 'n paz260' numeric
@attribute 'n paz261' numeric
@attribute 'n paz262' numeric
@attribute 'n paz264' numeric
@attribute 'n paz265' numeric
@attribute 'n paz266' numeric
@attribute 'n paz267' numeric
@attribute 'n paz268' numeric
@attribute 'n paz269' numeric
@attribute 'n paz270' numeric
@attribute 'n paz271' numeric
@attribute 'n paz272' numeric
@attribute 'n paz273' numeric
@attribute 'n paz274' numeric
@attribute 'trend' numeric
@attribute 'act Consumption' numeric
@attribute 'avg Consumption' numeric

@data
930,22.433333333333334,26.28125,24.166666666666668,26.75,23.125,161,221,234,458,68,163,386,80,117,31,91,285,276,479,99,381,94,38,0,0,0,40,106,102,84,68,2,2,542,142,130,158,296,88,28,0,58,64,96,34,72,44,24,28,22,0,0,0,0,0,0,0,10,16,12,12,14,36,36,0,0,0,0,0,0,0,36,488,2,0,0,0,5,0,23,0,14,10,0,0,0,0,0,18,31,43,39,22,11,15,5,2,1,3,0,0,16,106,13,28,7,0,10,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7324783222052841,2121.096153846154,1577.8877551020407
690,25.0,29.05555555555556,24.75,23.25,23.535714285714285,262,166,229,440,63,112,297,66,43,34,93,108,219,333,69,120,92,52,18,2,14,52,104,134,146,40,26,20,287,66,100,130,232,92,52,0,76,38,88,62,82,62,46,46,20,2,9,0,0,0,2,6,10,16,8,8,14,54,52,0,0,0,0,0,0,0,16,460,6,0,1,0,4,4,35,2,22,0,0,7,0,0,2,19,25,18,23,26,34,16,1,4,2,2,1,1,17,96,7,18,3,16,3,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.797757667052429,1580.851546391753,463.6847826086956
720,22.857142857142858,27.15,24.0,24.0,22.27777777777778,305,354,270,317,60,0,680,40,0,48,239,304,238,0,105,264,129,82,8,2,4,26,191,193,166,18,12,20,534,164,130,136,264,96,38,2,68,59,109,64,110,68,44,52,36,0,0,0,0,0,0,0,24,26,20,16,20,66,52,0,0,0,0,0,0,0,48,363,4,0,0,0,6,6,30,0,14,0,0,11,0,0,0,29,38,15,23,20,15,21,1,5,1,0,0,0,20,98,25,16,3,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39222046537787,1945.038524590164,410.2916666666667
930,25.166666666666668,29.0,26.25,26.75,25.666666666666668,168,196,178,422,76,145,171,39,65,55,128,162,99,437,116,220,120,28,6,0,2,28,134,132,102,38,12,14,274,126,108,132,246,78,26,2,52,42,94,48,82,38,32,38,28,0,0,0,0,0,0,0,4,6,4,4,4,38,38,0,0,0,0,0,0,0,26,368,2,0,0,0,2,2,40,0,10,4,0,16,2,0,0,21,27,30,34,38,16,4,2,4,2,1,0,0,18,111,5,18,8,8,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.91209632764599,1750.824691358025,825.3687943262412
930,25.166666666666668,29.0,26.25,26.75,25.666666666666668,209,417,241,776,69,0,407,93,76,41,114,500,345,447,180,217,76,62,6,0,2,41,115,93,77,166,18,2,459,110,126,148,246,88,26,4,44,40,76,34,90,56,22,26,16,0,0,0,0,0,0,0,8,10,2,0,0,32,28,0,0,0,0,0,0,0,38,0,0,0,0,0,2,0,22,0,0,0,0,11,2,4,4,26,26,38,28,22,5,5,1,4,1,0,3,0,15,92,16,21,5,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8506178812940584,1544.3179282868527,1538.4807692307693
930,22.666666666666668,25.894736842105264,22.75,24.65,23.57692307692308,200,178,262,402,50,164,298,40,0,0,0,0,0,0,0,0,108,30,10,2,8,24,126,148,144,22,26,20,318,184,110,130,208,120,76,26,84,66,104,62,116,38,36,40,32,0,0,0,0,0,0,0,8,12,4,4,4,46,38,4,4,6,16,248,48,6,46,0,6,0,0,1,2,0,30,0,0,0,0,8,0,0,0,14,9,30,13,11,23,13,1,4,1,0,0,0,11,71,3,6,19,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.147716363758398,965.8044843049328,2404.4244897959184
690,21.84722222222222,25.61111111111111,21.625,22.194444444444443,24.40277777777778,333,232,212,481,82,206,704,100,44,40,123,160,219,532,44,200,109,47,12,4,76,160,194,150,93,53,10,12,224,176,138,162,274,77,27,0,66,58,95,51,79,48,36,42,44,0,0,0,0,0,0,0,14,9,4,4,12,51,55,10,4,0,0,0,2,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,29,56,34,23,13,1,8,1,4,0,0,8,132,3,35,6,6,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.707491805589097,1644.096551724138,1438.0181818181818
930,21.84722222222222,31.75,28.0,28.5,26.166666666666668,264,269,410,813,75,305,507,50,62,63,137,293,194,478,127,232,101,106,16,2,4,50,154,144,118,36,4,10,428,154,88,110,222,90,48,2,78,52,91,72,86,80,42,44,22,0,0,0,0,0,0,0,8,10,6,6,12,49,49,0,0,0,0,0,0,0,42,0,6,0,0,0,2,0,22,0,0,0,0,8,0,0,0,21,27,34,37,65,28,13,1,10,1,0,0,0,12,124,21,53,1,13,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.955122089893842,1206.2644808743169,2301.416216216216
690,21.84722222222222,31.75,28.0,28.5,26.166666666666668,288,383,281,567,67,0,514,56,62,33,112,477,329,411,124,173,89,56,10,2,2,58,149,133,102,10,6,6,384,156,129,142,354,122,34,0,56,54,77,48,114,56,34,36,20,0,0,0,0,0,0,0,12,16,12,12,36,40,38,0,0,0,0,0,0,0,42,130,0,0,0,0,4,2,25,0,0,0,0,10,0,4,4,34,20,25,22,13,18,12,1,4,1,2,2,0,26,88,7,19,2,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.581335530579116,2353.1843902439023,958.6666666666666
960,22.7,30.75,24.227272727272727,28.5,23.375,488,267,318,538,69,157,775,44,170,53,582,243,346,616,162,249,100,64,24,2,2,50,142,158,114,146,2,6,336,138,138,134,376,132,38,0,50,48,110,38,98,32,20,20,6,0,0,0,0,0,0,0,0,0,0,0,0,26,20,0,0,0,0,0,0,0,52,470,0,0,0,0,0,0,36,0,0,12,0,0,0,0,0,18,22,43,35,37,36,18,15,2,2,0,0,0,9,143,9,32,17,7,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.860130771860677,2854.460434782609,1672.2041666666664
980,23.5,29.08333333333333,24.227272727272727,28.5,24.964285714285715,504,153,275,522,64,189,512,108,34,35,149,0,172,410,118,234,153,108,32,2,28,76,256,231,237,114,28,16,244,188,198,196,303,115,61,6,139,118,176,113,138,90,74,76,52,0,0,0,0,0,0,0,26,34,14,14,28,104,90,0,0,0,0,0,0,0,32,0,8,0,0,0,6,2,26,0,0,0,0,14,2,0,0,19,28,21,24,42,26,21,4,14,1,2,1,0,11,110,6,57,4,7,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4098923844084896,1724.0092009685231,774.0846153846154
720,24.566666666666663,26.444444444444443,21.0,24.15,24.0,412,353,377,450,59,269,654,162,49,29,265,411,233,644,69,385,104,58,16,4,10,52,150,120,64,8,18,32,526,158,124,142,288,86,14,0,38,51,100,42,72,50,32,34,12,0,0,0,0,0,0,0,2,2,0,0,0,30,32,0,0,0,0,0,0,0,36,354,2,0,0,0,0,0,24,6,8,16,0,4,0,0,0,16,31,62,53,41,47,8,5,5,2,2,0,0,13,184,10,21,16,16,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8305095960703768,1443.1178057553957,617.690625
930,22.428571428571427,24.58333333333333,21.0625,22.0,23.681818181818183,243,214,290,424,64,72,343,122,61,64,168,259,297,524,76,136,108,42,18,2,26,66,124,118,100,106,10,4,387,160,136,174,344,128,52,0,70,52,104,44,82,44,24,28,8,0,0,0,0,0,0,0,4,6,4,4,8,32,32,0,0,0,0,0,0,0,44,492,2,0,0,0,2,0,42,0,0,8,0,8,0,0,0,18,36,35,49,28,26,9,1,5,1,0,3,0,13,147,14,21,3,4,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6698806633654053,2872.8212765957446,3435.908510638298
690,23.9,25.06451612903226,27.176470588235293,19.0,24.46,279,301,329,599,71,214,982,43,0,40,302,582,272,432,131,236,88,79,18,2,2,32,138,112,86,10,6,6,314,156,126,154,310,104,18,0,40,32,80,36,46,34,19,19,20,0,0,0,0,0,0,0,4,10,4,4,8,23,25,0,0,0,0,0,0,0,54,334,0,0,0,0,3,4,26,0,6,12,0,4,0,6,10,15,22,22,29,31,21,18,23,2,2,1,1,0,7,114,9,17,24,7,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.701157800242002,5190.814390602056,3199.478021978022
